EXCHANGE_ACCOUNT_ID,SENT_INDIRECT_EXPOSURE,SENT_DIRECT_EXPOSURE,RECEIVED_INDIRECT_EXPOSURE,RECEIVED_DIRECT_EXPOSURE,cluster_category,cluster_name
20947,0,0,15,0,category_7,service_121
20947,4812.77,0,345.27,0,category_1,service_34
12631,600.74,0,0,0,category_1,service_5
21109,20568.05,0,0,0,category_1,service_11
12149,41.37,0,0,0,category_1,service_73
17575,7918.34,0,20860.99,0,category_6,service_18
20947,0,0,221.25,0,category_4,service_192
20947,0,0,20.9,0,category_7,service_68
10531,9491.99,9491.99,0,0,category_1,service_89
20947,266.1,0,0,0,category_1,service_166
12149,10.2,0,0,0,category_1,service_14
11717,3157.82,0,0,0,category_1,service_7
20947,37943.22,0,438.52,0,category_1,service_87
12149,7.58,0,1636.16,0,category_6,service_18
21109,69.63,0,0,0,category_1,service_24
11717,2750.1,0,0,0,category_1,service_50
12631,66.99,0,0,0,category_9,service_189
13967,0,0,9.74,0,category_3,service_44
13967,0,0,182.9,0,category_1,service_87
20947,0,0,123.07,0,category_1,service_85
16103,27.59,0,0,0,category_8,service_170
9663,148.31,0,0,0,category_1,service_2
12631,29.04,0,0,0,category_1,service_89
16103,26906.49,0,0,0,category_2,service_130
13967,361.41,361.41,202.77,0,category_1,service_89
12149,31.77,0,0,0,category_1,service_15
20947,49.93,0,48.33,0,category_1,service_90
12149,64.84,0,12230.94,0,category_1,service_9
16103,15929.55,0,0,0,category_1,service_11
20947,412.8,0,11513.41,0,category_4,service_41
17575,84.84,0,0,0,category_1,service_50
13967,0,0,17.6,0.99,category_1,service_85
17575,308.31,0,0,0,category_6,service_148
9663,80.68,0,0,0,category_1,service_23
13967,0,0,1210.85,0,category_4,service_161
21109,18.34,0,0,0,category_1,service_89
20947,0,0,0.24,0,category_5,service_19
21109,10.59,0,0,0,category_1,service_402
10885,10632.59,0,0,0,category_1,service_66
16103,8.66,0,0,0,category_1,service_123
20947,0,0,73.04,0,category_1,service_5
9663,7.92,0,0,0,category_7,service_80
11717,186052.14,0,97526.59,78774.45,category_1,service_28
10885,32666.36,0,11750.75,0,category_1,service_28
20947,0,0,11.29,0,category_2,service_61
10885,175.4,0,0,0,category_8,service_115
10885,1417.82,0,1008.69,1008.69,category_6,service_20
13967,6046.79,6046.79,413836.51,1289.87,category_1,service_11
12149,14.08,0,0,0,category_4,service_173
10885,5.59,0,734.79,0,category_1,service_50
10885,0,0,2653.6,2653.6,category_3,service_215
21109,13701.58,0,0,0,category_1,service_5
18625,0,0,22760.12,0,category_5,service_135
10885,100,0,0,0,category_1,service_187
16103,8.41,0,0,0,category_3,service_12
20947,0,0,346.51,0,category_1,service_37
12631,100.35,0,0,0,category_4,service_169
16103,25.34,0,0,0,category_8,service_272
10531,3515.86,0,0,0,category_1,service_34
20947,0,0,529.36,0,category_12,service_106
20947,0,0,183.08,0,category_4,service_343
12149,35.52,0,0,0,category_1,service_87
20947,0,0,60.59,0,category_1,service_29
13967,0,0,237.79,0,category_8,service_261
16103,36.61,0,0,0,category_3,service_77
17575,27.66,0,0,0,category_1,service_71
16103,97.48,0,0,0,category_6,service_20
10885,160.2,0,0,0,category_1,service_90
17575,886.42,0,0,0,category_1,service_89
9663,10.19,0,0,0,category_1,service_404
16103,490.13,0,0,0,category_1,service_238
13967,5066.25,5066.25,126.99,126.99,category_1,service_66
6367,0,0,23.47,0,category_7,service_32
9423,0,0,3541.34,0,category_1,service_50
6367,786.51,0,0,0,category_1,service_93
17195,115517.42,0,0,0,category_1,service_66
9423,0,0,52.61,0,category_5,service_65
9423,200.68,0,0,0,category_8,service_115
6367,0,0,296.62,0,category_1,service_24
6367,11821.25,11086.52,45113.27,44282.34,category_1,service_87
6367,17.99,0,0,0,category_9,service_189
16185,0,0,805.39,0,category_1,service_34
7391,0,0,10.77,0,category_4,service_281
19551,0,0,4.35,0,category_1,service_89
7391,52.13,0,0,0,category_11,service_131
9423,16609.8,13078.28,75175.7,73447.06,category_1,service_53
17195,2733.28,0,0,0,category_1,service_53
6367,20.33,0,0,0,category_9,service_239
5827,147.72,0,0,0,category_2,service_3
6367,1443.09,0,60.45,0,category_4,service_86
18645,20470.55,20470.55,31231.93,31193.65,category_1,service_38
18645,0,0,567.28,0,category_3,service_44
9423,0,0,16.14,0,category_2,service_246
19551,0,0,15.07,0,category_4,service_41
16185,242.7,0,0,0,category_2,service_3
6367,0,0,16.49,0,category_1,service_23
20509,16.14,0,0,0,category_1,service_116
6367,7.29,0,0,0,category_1,service_181
7391,101.06,0,58.13,0,category_1,service_73
20509,44.66,0,0,0,category_8,service_236
6367,19.7,0,0,0,category_1,service_228
6367,0,0,76.11,0,category_1,service_241
9423,1308.86,0,0,0,category_1,service_129
6367,13.27,0,10.22,0,category_8,service_126
20509,233.51,56.5,0,0,category_1,service_7
20509,191.44,149.9,2683.58,0,category_1,service_128
6367,0,0,165.74,0,category_1,service_10
9423,0,0,6.72,0,category_1,service_149
6367,594.34,0,7636.5,0,category_1,service_5
7391,0,0,22.77,0,category_1,service_127
7391,1577.94,0,0,0,category_6,service_18
18645,62.38,0,0,0,category_8,service_48
6367,16.07,0,0,0,category_11,service_70
5827,269.19,0,0,0,category_5,service_52
11341,2146.09,2146.09,1683.66,1683.66,category_1,service_1
6367,11971.86,10356.33,11277.09,2514.3,category_1,service_50
6367,0,0,4.33,0,category_1,service_188
6367,13.65,0,0,0,category_1,service_102
7391,85.04,0,0,0,category_1,service_15
6367,16.27,0,0,0,category_1,service_90
9423,0,0,129.29,0,category_1,service_7
16185,113448.25,76917.56,172653.39,172653.39,category_1,service_53
6367,55.77,0,0,0,category_11,service_131
9423,0,0,104.44,0,category_7,service_68
9423,0,0,399.81,0,category_1,service_89
20509,38.84,0,0,0,category_2,service_8
20509,5.61,0,0,0,category_1,service_27
9423,0,0,464.67,0,category_1,service_190
7391,32.52,0,0,0,category_8,service_170
20509,168.4,0,0,0,category_2,service_3
7391,4392.19,4245.87,24109.39,20739.85,category_1,service_1
18645,0,0,3700.89,0,category_5,service_210
9423,0,0,195.9,0,category_2,service_8
5827,3561.02,3457.8,0,0,category_1,service_1
20509,3744.59,0,0,0,category_8,service_88
18645,34.45,34.45,0,0,category_1,service_7
9423,0,0,945.28,0,category_3,service_44
6367,2703.37,0,707.95,0,category_4,service_41
7391,137.28,0,30917.26,0,category_1,service_28
18645,0,0,1455.22,1455.22,category_1,service_355
9423,0,0,1767.18,0,category_1,service_22
16185,56.03,56.03,0,0,category_7,service_31
7391,18.8,0,0,0,category_1,service_271
18645,568.79,568.79,0,0,category_1,service_187
18645,0,0,93.85,93.85,category_1,service_629
6367,9.43,0,0,0,category_3,service_56
18645,42452.09,42452.09,5742.01,5602.93,category_1,service_53
20509,14.14,0,0,0,category_4,service_243
9261,64705.73,64705.73,46228.24,46228.24,category_1,service_2
9423,19.03,0,449.45,0,category_6,service_18
7391,12.57,0,0,0,category_1,service_13
7391,22.12,0,0,0,category_5,service_65
6367,3805.17,0,12355.38,0,category_1,service_28
18645,7.5,0,0,0,category_1,service_42
9423,928.82,928.82,195.31,0,category_1,service_34
6367,10.8,0,480.79,0,category_1,service_144
19551,0,0,15.67,0,category_1,service_9
6367,0,0,952.2,0,category_1,service_163
20509,82.54,0,0,0,category_4,service_409
9423,0,0,3.49,0,category_1,service_87
6367,0,0,533.5,0,category_1,service_100
9423,0,0,11.42,0,category_7,service_117
6367,187.2,0,0,0,category_1,service_27
9423,0,0,42,0,category_1,service_526
6367,918.47,0,1863.88,0,category_1,service_7
9423,0,0,9099.11,0,category_1,service_11
9423,0,0,11.36,0,category_1,service_379
6367,0,0,493.4,0,category_1,service_355
9423,0,0,17.38,0,category_8,service_261
6367,406.04,0,124.69,0,category_1,service_51
7391,355.61,0,0,0,category_1,service_38
6367,0,0,25.29,0,category_4,service_160
7391,16.29,0,12.22,0,category_1,service_111
6367,22.72,0,0,0,category_2,service_142
19551,0,0,823.15,0,category_9,service_45
6367,10.05,0,64.06,0,category_7,service_117
20509,831.34,0,92.2,0,category_1,service_87
6367,30.8,0,72.31,0,category_1,service_128
18645,0,0,13,0,category_1,service_74
19551,9147.77,0,0,0,category_2,service_3
9423,0,0,13.51,0,category_5,service_255
11341,17020.95,17020.95,0,0,category_5,service_65
6367,302.21,0,20.74,0,category_2,service_8
6367,0,0,12.84,0,category_1,service_73
20509,124.31,0,0,0,category_8,service_126
18645,5.85,0,0,0,category_2,service_130
6367,5724.6,0,21289.84,16970.14,category_1,service_53
6367,0,0,289.48,0,category_4,service_84
7391,33.06,0,12.13,0,category_2,service_246
7391,13.78,0,0,0,category_1,service_156
9261,113921.43,113921.43,70920.96,70920.96,category_1,service_1
9423,0,0,84.47,0,category_1,service_42
6367,0,0,13.88,0,category_1,service_29
20509,2.09,0,0,0,category_1,service_15
9423,0,0,37.2,0,category_1,service_29
6367,0,0,0.3,0,category_5,service_19
9423,0,0,119.43,0,category_7,service_121
6367,0,0,13.63,0,category_1,service_116
9423,797.49,375.53,192.3,192.3,category_1,service_144
6367,45.4,0,0,0,category_1,service_15
6367,21.24,0,9.07,0,category_4,service_192
6367,5701.12,0,10784.3,0,category_1,service_89
18645,360.86,0,0,0,category_2,service_3
7391,0,0,17.32,0,category_1,service_9
6367,0,0,136.05,0,category_1,service_234
5827,17344.93,17344.93,36609.3,31773.06,category_1,service_89
20509,8.62,0,0,0,category_4,service_147
6367,0,0,27.66,0,category_1,service_79
19551,0,0,10591.2,10591.2,category_1,service_2
6367,23.05,0,0,0,category_1,service_195
7391,18.12,0,0,0,category_8,service_115
7391,62.76,0,0,0,category_1,service_100
6367,13240,12315.15,3554.16,0,category_6,service_18
7391,78.47,0,0,0,category_2,service_8
18645,2213.4,0,0,0,category_6,service_18
6367,0,0,99.11,0,category_1,service_299
16185,361.36,361.36,0,0,category_2,service_8
6367,73.3,0,31.45,0,category_7,service_80
7391,61.03,0,0,0,category_9,service_189
6367,0,0,20.17,0,category_4,service_69
6367,47.98,0,0,0,category_1,service_26
19551,11406.43,11406.43,8425.86,8425.86,category_1,service_53
11341,13389.73,13389.73,0,0,category_3,service_12
11341,335558.29,334142.92,4894.67,4894.67,category_1,service_53
6367,0,0,61.29,0,category_1,service_46
20509,0,0,820.06,0,category_1,service_25
9423,93.72,0,0,0,category_1,service_252
6367,29.4,0,0,0,category_2,service_155
6367,30.09,0,0,0,category_1,service_83
7391,0,0,15.75,0,category_7,service_32
6367,10.33,0,0,0,category_1,service_118
18645,0,0,59.38,59.38,category_1,service_452
6367,2106.61,0,316.35,0,category_1,service_252
5827,2069.42,0,0,0,category_11,service_626
7391,350.01,0,0,0,category_1,service_66
19551,1060.84,0,1.46,0,category_1,service_28
6367,105.02,0,0,0,category_1,service_187
9423,913.52,913.52,13567.86,13531.02,category_1,service_315
7391,250.28,67.39,0,0,category_8,service_368
7391,97.24,0,0,0,category_7,service_31
9423,0,0,64.83,0,category_1,service_25
6367,0,0,136.61,0,category_5,service_17
6367,0,0,6.64,0,category_7,service_31
20509,2716.44,1716.25,3385.41,1087.95,category_1,service_53
6367,0,0,83.17,0,category_1,service_244
6367,1844.63,0,21.17,0,category_1,service_42
20509,240.98,0,99.73,0,category_1,service_89
6367,0,0,28.79,0,category_9,service_45
6367,0,0,83.1,0,category_10,service_62
6367,22.47,0,57.12,0,category_1,service_134
9423,5709.35,3912.2,0,0,category_1,service_15
6367,0,0,6956.96,0,category_7,service_68
6367,16.96,0,0,0,category_1,service_351
6367,0,0,3.8,0,category_1,service_235
7391,0,0,438.46,0,category_1,service_50
9423,15387.38,0,14972.36,0,category_1,service_28
20509,6866.57,0,0,0,category_11,service_172
9423,0,0,40.1,0,category_1,service_67
9423,0,0,57.83,0,category_1,service_228
5827,8867.51,8837.26,0,0,category_1,service_2
20509,18.26,0,0,0,category_1,service_125
6367,0,0,894.31,0,category_1,service_113
19551,0,0,90765.96,0,category_1,service_91
20509,0,0,14.46,0,category_3,service_44
6367,4728.45,0,2250.63,0,category_1,service_1
6367,430.65,0,65.59,0,category_1,service_34
9423,0,0,18.09,0,category_4,service_41
9423,0,0,22.4,0,category_1,service_90
7391,17.92,0,0,0,category_1,service_14
7391,153.37,0,0,0,category_1,service_89
6367,0,0,23.64,0,category_1,service_129
7391,125.83,0,0,0,category_1,service_101
5827,510.49,510.49,0,0,category_1,service_53
16185,0,0,1261.41,1261.41,category_7,service_121
7391,32.85,0,0,0,category_1,service_6
6367,340.86,0,0,0,category_1,service_101
18645,7.36,0,0,0,category_2,service_155
6367,0,0,4.1,0,category_7,service_121
20509,0,0,400.75,0,category_1,service_91
6367,6.58,0,0,0,category_8,service_236
15449,205698.61,205698.61,1374128.14,1154618.54,category_1,service_53
9423,5.18,0,0,0,category_1,service_14
18645,0,0,1806.98,0,category_1,service_2
7391,1515.04,0,0,0,category_2,service_3
6367,470.09,0,0,0,category_4,service_169
16185,0,0,40290.19,40290.19,category_1,service_1
9423,0,0,13.23,0,category_1,service_195
9423,109.58,0,0,0,category_1,service_244
7391,0,0,107.86,0,category_1,service_129
6367,453.63,0,3.75,0,category_1,service_38
7391,65.38,0,0,0,category_1,service_51
20509,331.03,0,0,0,category_12,service_106
19551,0,0,26.16,0,category_1,service_103
20509,327.01,0,0,0,category_9,service_45
6367,207.78,0,0,0,category_1,service_156
19551,0,0,841926.87,0,category_7,service_68
19551,0,0,2.79,0,category_1,service_10
7391,86.06,0,0,0,category_2,service_155
6367,63.02,0,10.82,0,category_1,service_14
9423,0,0,4.29,0,category_1,service_431
9423,0,0,18.87,0,category_1,service_85
20509,913.95,0,13.88,0,category_6,service_18
9423,0,0,2.47,0,category_1,service_75
7391,76.66,0,312.39,0,category_6,service_20
18645,0,0,40.7,0,category_1,service_66
7391,785.13,0,30640.76,22582.77,category_1,service_53
19551,0,0,493184.83,0,category_1,service_11
20509,813.7,0,0,0,category_1,service_34
6367,0,0,197.6,0,category_1,service_227
6367,10.99,0,873.22,0,category_5,service_65
16185,14543.7,0,65486.18,65486.18,category_1,service_100
18645,80.38,0,78.63,0,category_1,service_28
9423,0,0,16604.43,13829.32,category_1,service_100
6367,54.01,0,780.17,0,category_1,service_149
20509,5075.23,0,2881.93,0,category_1,service_28
7391,231.79,0,0,0,category_7,service_284
9423,7801.03,7093.84,5765.67,1497,category_1,service_1
6367,0,0,4.37,0,category_1,service_374
9423,226.22,226.22,0,0,category_1,service_197
6367,0,0,17.47,0,category_1,service_111
6367,83.84,0,0,0,category_6,service_148
18645,21.54,0,0,0,category_8,service_170
6367,166.6,0,1166.68,0,category_1,service_2
7391,105.05,0,0,0,category_1,service_5
6367,80.33,0,0,0,category_8,service_368
6367,0,0,56.99,0,category_4,service_343
16185,26366.13,0,0,0,category_1,service_2
17195,331.89,240.66,0,0,category_6,service_18
6367,0,0,109.29,0,category_1,service_191
7391,56.99,56.99,775.06,406.38,category_1,service_87
9423,1639.24,1639.24,3524.8,3524.8,category_1,service_420
6367,347.9,0,420.96,0,category_12,service_106
7391,114.34,0,0,0,category_1,service_42
17195,18.43,0,0,0,category_1,service_26
9423,10.81,0,12.64,0,category_2,service_176
9423,0,0,858.11,0,category_1,service_103
15449,94156.67,94156.67,0,0,category_1,service_28
18645,0,0,39.31,0,category_1,service_5
7391,0,0,55.95,0,category_1,service_2
16185,38333.18,38333.18,3767.98,3767.98,category_1,service_89
6367,4.88,0,0,0,category_1,service_224
9423,144.77,144.77,0,0,category_1,service_201
6367,50.31,0,0,0,category_1,service_122
18645,0,0,247.91,0,category_1,service_163
18645,11249.26,11249.26,12065.96,11972.73,category_1,service_46
18645,0,0,1956.73,0,category_1,service_100
7391,20377.56,0,6787.08,233.55,category_1,service_11
20509,12653.52,6936.43,2941.21,0,category_1,service_1
18645,0,0,97.35,0,category_1,service_50
6367,100.15,0,1540.43,0,category_1,service_66
7391,0,0,172.76,0,category_5,service_17
6367,8.02,0,0,0,category_8,service_48
17195,21.11,0,0,0,category_1,service_122
9261,4063.63,0,0,0,category_1,service_89
17195,38053.12,0,0,0,category_1,service_156
9423,1934.26,0,2807.14,0,category_1,service_2
20509,3.84,0,0,0,category_1,service_10
13089,1014586.54,1014586.54,0,0,category_1,service_11
6367,15.35,0,0,0,category_1,service_125
18645,26.36,0,0,0,category_6,service_20
6367,34.84,0,17.89,0,category_1,service_85
18645,0,0,27.89,0,category_7,service_21
16185,0,0,8478.57,267.83,category_1,service_144
6367,0,0,175.88,0,category_9,service_140
6367,0,0,71.69,0,category_1,service_37
19551,0,0,60990.17,60770.28,category_1,service_7
6367,0,0,450.36,0,category_1,service_103
7391,15.91,0,0,0,category_4,service_41
9423,0,0,25.35,0,category_6,service_20
6367,0,0,4.86,0,category_4,service_167
6367,32.55,0,0,0,category_1,service_305
20509,11993.82,10209.52,20967.97,6026.83,category_1,service_11
6367,13.33,0,0,0,category_1,service_321
5827,11726.8,11726.8,0,0,category_1,service_28
10275,89413.6,67925.07,15273.68,15273.68,category_1,service_53
7391,399.62,0,0,0,category_6,service_148
6367,13867.24,0,0,0,category_2,service_3
20509,50.8,0,0,0,category_4,service_64
6367,0,0,25.93,0,category_11,service_172
7391,36.55,0,0,0,category_1,service_191
6367,0,0,14.58,0,category_5,service_52
7391,17.52,0,0,0,category_4,service_86
9261,24414.87,24414.87,0,0,category_9,service_140
9423,1653.18,1653.18,10607.78,10560.52,category_1,service_51
6367,0,0,1621.84,0,category_6,service_20
19551,0,0,278.93,278.93,category_1,service_14
19551,0,0,903.55,0,category_6,service_18
9423,316.05,0,0,0,category_1,service_38
9423,0,0,272.25,0,category_1,service_66
18645,4695.99,4665.21,208.84,197.5,category_1,service_11
7391,34.89,0,0,0,category_8,service_203
6367,7.13,0,0,0,category_7,service_137
9423,0,0,98.54,0,category_1,service_5
6367,30.26,0,0,0,category_1,service_71
19551,0,0,4820.62,4820.62,category_7,service_80
7391,107.97,0,4034.29,0,category_1,service_7
9423,3246.77,0,73.63,0,category_12,service_106
9423,9673.8,0,27504.82,0,category_1,service_128
6367,38.54,0,64.36,0,category_3,service_44
6367,69.05,0,126.74,0,category_1,service_9
6367,15.43,0,17.5,0,category_4,service_161
18645,43.15,43.15,0,0,category_1,service_355
20509,14527.31,5385.7,9928.01,7554.1,category_1,service_2
6367,0,0,513.28,0,category_1,service_63
19551,0,0,258.42,0,category_1,service_87
6367,65436.8,0,42547.9,0,category_1,service_11
15201,0,0,34.68,0,category_1,service_183
6675,0,0,3.43,0,category_1,service_195
18539,7.62,0,0,0,category_1,service_177
18539,726.76,0,0,0,category_1,service_128
15201,0,0,16.57,0,category_1,service_260
10275,28.42,0,0,0,category_1,service_348
18539,44.36,0,0,0,category_5,service_52
18539,87.99,0,0,0,category_8,service_630
15163,15.51,0,0,0,category_11,service_575
20757,352.24,0,0,0,category_8,service_88
18539,57.51,0,0,0,category_2,service_98
20757,252.17,0,0,0,category_1,service_129
15201,0,0,11.94,0,category_1,service_14
20757,3.56,0,0,0,category_1,service_10
12269,12.67,0,0,0,category_1,service_331
18539,36.42,0,0,0,category_7,service_137
18103,33497.04,33497.04,19103.72,19103.72,category_1,service_53
12269,712.17,0,0,0,category_1,service_83
18423,0,0,71.71,71.71,category_1,service_11
10931,1294.46,0,0,0,category_1,service_51
20757,3.97,0,0,0,category_1,service_85
6675,0,0,111.92,0,category_6,service_18
15201,4034.06,2389.79,35485.55,6949.78,category_1,service_53
12269,473.88,0,0,0,category_8,service_170
15201,0,0,154.47,0,category_1,service_37
15163,16.14,0,0,0,category_8,service_126
15201,0,0,3111.98,0,category_1,service_2
10275,5091.25,0,0,0,category_1,service_5
12269,11.6,0,0,0,category_3,service_215
19593,1160.18,0,702.79,0,category_1,service_1
20757,61.17,0,0,0,category_1,service_360
12269,2502.14,0,0,0,category_1,service_1
15163,20.33,0,0,0,category_1,service_14
6675,61456.56,36076,83577.6,70671.56,category_1,service_2
20757,94.21,0,0,0,category_9,service_55
18423,1211.75,0,0,0,category_1,service_89
19593,7.91,0,0,0,category_1,service_220
20757,155.48,0,0,0,category_1,service_15
21627,697.3,0,8855.06,5825.91,category_1,service_53
19593,0,0,338.65,0,category_1,service_38
19593,9961.92,9915.31,42914.04,18481,category_6,service_225
18539,565.65,0,0,0,category_2,service_346
20757,91.27,0,0,0,category_1,service_38
21627,0,0,46.3,0,category_1,service_89
18539,37.97,0,0,0,category_2,service_142
18539,28.95,0,0,0,category_1,service_38
15201,0,0,38.4,0,category_1,service_90
21627,27.11,0,1023.19,1006.73,category_1,service_66
15201,0,0,36.21,0,category_1,service_33
12269,9.13,0,0,0,category_8,service_35
12269,322.48,0,0,0,category_4,service_86
15163,7500.23,0,0,0,category_1,service_404
12269,516.76,0,0,0,category_3,service_12
15163,102.38,0,0,0,category_2,service_61
6675,0,0,7.83,0,category_1,service_87
18539,0,0,1.26,0,category_1,service_361
19593,342.95,342.95,0,0,category_1,service_85
12269,853.59,636.31,47.65,0,category_4,service_41
15201,0,0,398.48,0,category_1,service_100
12269,60.98,0,0,0,category_1,service_118
18539,0,0,15.1,0,category_1,service_250
19593,41.78,0,0,0,category_8,service_115
10931,0,0,308.19,0,category_1,service_191
6675,0,0,25.14,0,category_1,service_23
15201,0,0,102.86,0,category_11,service_275
17167,240010.6,240010.6,85244.74,60893.72,category_1,service_53
18103,21481.72,21481.72,0,0,category_1,service_15
10275,4489.05,0,0,0,category_1,service_51
6675,0,0,106.28,0,category_1,service_89
18539,27.12,0,0,0,category_9,service_189
15201,0,0,768.77,0,category_1,service_138
12269,7966.14,5609.62,32.57,0,category_6,service_20
10931,0,0,30.49,0,category_3,service_44
12269,5.05,0,0,0,category_7,service_31
18539,2122.77,0,0,0,category_1,service_181
18539,11.56,0,0,0,category_1,service_123
18539,6.76,0,0,0,category_1,service_402
12269,30.73,0,0,0,category_1,service_353
18103,690478.88,690373.41,968920.67,856970.01,category_1,service_1
15163,8170.16,0,0,0,category_2,service_8
21627,0,0,0.35,0,category_5,service_19
10931,0,0,10.24,0,category_1,service_217
12269,2682.31,0,144.07,0,category_1,service_123
12269,396.51,216.35,0,0,category_1,service_71
15201,0,0,1256.65,0,category_1,service_132
17167,0,0,162168.6,162168.6,category_1,service_1
10931,19.85,0,285.25,0,category_1,service_2
10931,22.65,0,0,0,category_4,service_325
15163,10794.65,0,5496.91,0,category_1,service_11
6675,0,0,31.03,0,category_1,service_103
10931,113.9,0,2926.01,0,category_1,service_50
18539,18.19,0,0,0,category_8,service_319
19593,5.47,0,0,0,category_1,service_6
12269,26.35,0,0,0,category_3,service_77
12269,17.21,0,0,0,category_1,service_156
20757,133.68,0,0,0,category_1,service_163
15163,46.43,0,0,0,category_1,service_42
15163,393.81,0,0,0,category_4,service_81
15201,0,0,1001.38,0,category_7,service_21
15201,0,0,6140.42,0,category_1,service_28
15201,62.01,0,8124.23,0,category_1,service_1
6675,24626.85,24626.85,0,0,category_1,service_201
15163,4887.79,0,0,0,category_1,service_125
15201,304.6,304.6,497.8,0,category_1,service_402
15163,0,0,1106.22,0,category_8,service_545
20757,25.88,0,0,0,category_7,service_31
10931,0,0,10.4,0,category_3,service_215
10931,439.9,0,1847.22,0,category_1,service_28
10275,4386.12,0,0,0,category_1,service_100
6675,0,0,7.89,0,category_1,service_230
18539,0,0,3.35,0,category_1,service_14
15163,26.05,0,0,0,category_8,service_35
15163,36,0,0,0,category_5,service_65
18539,5214.69,0,3410.98,0,category_1,service_28
15201,0,0,768.61,0,category_1,service_113
15163,142.8,0,82.95,0,category_1,service_24
15201,0,0,20.58,0,category_3,service_44
15163,22.71,0,0,0,category_1,service_321
12269,2768.48,2539.36,0,0,category_9,service_140
15163,29.88,0,0,0,category_3,service_12
10931,170.98,0,150.21,0,category_6,service_20
12269,16.99,0,0,0,category_1,service_122
15201,0,0,7.09,0,category_5,service_17
19593,1426.03,0,0,0,category_1,service_263
15163,1303.23,0,61.12,0,category_1,service_116
18539,1070.94,0,0,0,category_8,service_165
20757,40.49,0,0,0,category_1,service_245
15201,0,0,726.57,0,category_1,service_123
15201,127.13,127.13,6486.04,0,category_1,service_186
6675,0,0,349.77,0,category_1,service_1
12269,98.57,0,0,0,category_9,service_189
12269,127.74,0,0,0,category_2,service_98
10931,0,0,81.64,0,category_1,service_89
19593,2640.72,0,197.5,0,category_1,service_7
18539,123.65,0,0,0,category_1,service_111
15201,0,0,13.54,0,category_1,service_22
18539,11.64,0,0,0,category_1,service_118
18539,15.28,0,0,0,category_1,service_37
15163,2069.76,0,0,0,category_1,service_144
15201,0,0,527.42,0,category_1,service_447
15163,42.61,0,0,0,category_4,service_64
20757,128.73,0,0,0,category_1,service_22
12269,52.3,0,0,0,category_8,service_82
18539,6.91,0,0,0,category_1,service_87
19593,50.21,0,0,0,category_1,service_28
15201,0,0,107.03,0,category_7,service_68
18539,761.83,445.56,4.18,0,category_1,service_66
15201,0,0,21.84,0,category_14,service_382
6675,0,0,19.87,0,category_2,service_61
20757,46.39,0,0,0,category_1,service_5
15201,0,0,103.13,0,category_1,service_191
15163,5695.01,0,0,0,category_1,service_2
15201,0,0,87138.93,5583.3,category_6,service_20
21627,0,0,208.1,0,category_1,service_404
21627,66.25,0,0,0,category_8,service_126
15163,1553.03,1553.03,0,0,category_1,service_228
19593,1276.29,0,320.95,0,category_1,service_34
21627,0,0,79.25,0,category_1,service_2
18539,0,0,47.5,0,category_1,service_76
12269,12.02,0,0,0,category_1,service_76
15163,48.55,0,0,0,category_9,service_189
20757,283.07,0,0,0,category_9,service_189
18539,8.23,0,0,0,category_6,service_112
17167,8524.75,8524.75,69938.87,7588.23,category_1,service_51
15201,0,0,269.14,0,category_1,service_128
15163,76.78,0,0,0,category_1,service_218
10931,119.06,0,67.97,0,category_1,service_9
12269,0,0,10.27,0,category_2,service_266
15163,55376.86,28416.79,3597.75,2947.81,category_1,service_1
20757,117.43,0,0,0,category_1,service_113
15201,0,0,5977.56,0,category_1,service_66
21627,0,0,7134.02,0,category_1,service_50
18539,147.6,0,2286.46,0,category_1,service_100
19593,0,0,279.69,0,category_1,service_25
20757,212.57,0,0,0,category_6,service_148
15163,7570.79,0,0,0,category_1,service_166
18539,41.68,0,0,0,category_1,service_163
6675,24968.83,24968.83,43987.52,43694.36,category_1,service_128
18539,31.72,0,0,0,category_1,service_220
10275,21726.15,0,0,0,category_3,service_232
12269,181.47,0,0,0,category_1,service_13
12269,101.74,0,0,0,category_1,service_244
15201,3421.26,3421.26,15251.53,5659.29,category_1,service_11
12269,235.82,0,0,0,category_1,service_15
15201,0,0,4.03,0,category_3,service_366
15201,0,0,5013.95,0,category_1,service_101
6675,0,0,25.6,0,category_1,service_10
15201,0,0,75.22,0,category_1,service_75
15163,8,0,0,0,category_11,service_416
10931,554.97,0,0,0,category_2,service_3
10931,0,0,124.95,0,category_9,service_189
18539,46.02,0,0,0,category_8,service_170
20757,928.93,0,0,0,category_2,service_3
6675,0,0,30.55,0,category_1,service_6
18539,31055.43,5590.7,32.31,0,category_1,service_33
20757,3.02,0,0,0,category_1,service_72
18539,98.36,0,0,0,category_8,service_109
15163,0,0,36.17,0,category_6,service_20
18539,592.53,0,0,0,category_2,service_8
18539,44.59,0,0,0,category_12,service_287
18103,0,0,49578.95,14290.87,category_1,service_11
15201,0,0,132.28,0,category_1,service_4
15163,1650.61,0,0,0,category_12,service_287
15163,17413.96,0,602.16,0,category_6,service_18
10931,1697.4,0,2166.16,0,category_1,service_53
15163,108.14,0,0,0,category_1,service_51
15163,5123.37,0,0,0,category_1,service_431
15163,28.68,0,0,0,category_1,service_252
12269,100.41,0,0,0,category_4,service_358
15163,43.69,0,24.41,0,category_1,service_9
10931,0,0,194.95,0,category_3,service_12
15163,140.79,0,0,0,category_7,service_137
15201,0,0,6.7,0,category_1,service_9
