EXCHANGE_ACCOUNT_ID,level,CREATED_AT,FIRST_VERIFIED_AT,STATE_CODE,COUNTRY_CODE,BIRTH_YEAR,OCCUPATION,BROWSER_COUNT,OS_COUNT,TOTAL_DEVICES,SESSION_COUNT,COUNT_BANKS,OCCUPATION_GROUP,dummy,age,days_to_verify,days_since_creation
12715,level_b,2017-04-17,2017-03-28,CA,US,1989.0,PROGRAMMER,1.0,2.0,11.0,183,4.0,TECH,1,32.0,20.0,1411.0
12717,level_b,2018-02-01,2017-12-29,TX,US,1983.0,BUSINESS OWNER,5.0,3.0,8.0,40,1.0,EXECUTIVE,1,38.0,34.0,1121.0
12719,level_e,2017-06-19,2017-06-14,NON US,SG,,NAN,,,,1,6.0,MISSING,1,,5.0,1348.0
12721,level_b,2017-08-04,2017-07-21,WA,US,1967.0,RESEARCH  MANAGER,3.0,3.0,8.0,62,2.0,MANAGER,1,54.0,14.0,1302.0
12723,level_b,2017-07-06,2017-07-05,FL,US,1961.0,MANAGER,2.0,1.0,4.0,74,3.0,MANAGER,1,60.0,1.0,1331.0
12725,level_c,2017-06-04,2017-05-26,CA,US,1958.0,AUDIO ENGINEERINVESTOR,4.0,2.0,17.0,159,5.0,TECH,1,63.0,9.0,1363.0
12727,level_c,2017-06-09,2017-06-01,CA,US,1974.0,INVESTMENT MANAGER,4.0,1.0,14.0,308,6.0,MANAGER,1,47.0,8.0,1358.0
12729,level_d,2016-12-14,2016-12-14,OH,US,1985.0,STUDENT,3.0,3.0,40.0,446,14.0,STUDENT,1,36.0,0.0,1535.0
12731,level_d,2017-06-08,2017-05-30,CA,US,1971.0,FINANCE,1.0,2.0,7.0,232,1.0,FINANCE,1,50.0,9.0,1359.0
12733,level_d,2018-02-06,2018-01-31,CO,US,1981.0,CONSULTANT,2.0,1.0,20.0,58,3.0,CONSULTANT,1,40.0,6.0,1116.0
12735,level_b,2017-11-24,2017-11-23,CA,US,1986.0,CTO,5.0,5.0,8.0,70,1.0,EXECUTIVE,1,35.0,1.0,1190.0
12737,level_b,2018-10-25,2018-10-25,MN,US,1960.0,NAN,4.0,3.0,18.0,240,5.0,MISSING,1,61.0,0.0,855.0
12739,level_b,2017-03-11,2017-03-09,OH,US,1987.0,SOFTWARE ENGINEER,4.0,5.0,16.0,387,16.0,TECH,1,34.0,2.0,1448.0
12741,level_d,2017-05-13,2017-05-08,TX,US,1992.0,WEB DEVELOPER,4.0,3.0,12.0,241,2.0,TECH,1,29.0,5.0,1385.0
10663,level_c,2020-03-16,2020-03-02,MI,US,1963.0,NAN,1.0,1.0,1.0,16,2.0,MISSING,1,58.0,14.0,347.0
12745,level_b,2017-09-05,2016-10-01,CA,US,1984.0,PROGRAMMER,,,,68,3.0,TECH,1,37.0,339.0,1270.0
12747,level_d,2017-05-16,2017-05-13,HONG KONG,HK,1971.0,INVESTMENT MANAGER,1.0,1.0,7.0,178,2.0,MANAGER,1,50.0,3.0,1382.0
12749,level_b,2017-05-23,2017-05-22,TX,US,1978.0,CEO,3.0,2.0,13.0,43,2.0,EXECUTIVE,1,43.0,1.0,1375.0
12751,level_d,2017-06-23,2017-06-20,CA,US,1985.0,ACCOUNT MANAGER INSURANCE,1.0,2.0,9.0,64,2.0,MANAGER,1,36.0,3.0,1344.0
12753,level_b,2017-06-14,2017-06-09,MN,US,1951.0,BUSINESS OWNER,2.0,1.0,2.0,25,1.0,EXECUTIVE,1,70.0,5.0,1353.0
12755,level_c,2016-06-22,2016-06-22,TN,US,1984.0,TRUCKER,,,,217,5.0,OTHER,1,37.0,0.0,1710.0
12757,level_d,2017-03-16,2017-03-13,NY,US,1978.0,CONSULTANT,4.0,4.0,18.0,253,1.0,CONSULTANT,1,43.0,3.0,1443.0
12759,level_c,2017-08-01,2017-07-31,WA,US,1979.0,MANAGING GENERAL PARNTER BLOCK BITS CAPITAL,1.0,1.0,2.0,64,3.0,TECH,1,42.0,1.0,1305.0
12761,level_b,2017-11-15,2017-11-13,TX,US,1952.0,RETIRED GEOLOGIST,4.0,3.0,9.0,74,2.0,RETIRED,1,69.0,2.0,1199.0
12763,level_b,2017-05-16,2017-05-12,ID,US,1983.0,HELICOPTER PILOT,2.0,4.0,6.0,41,3.0,OTHER,1,38.0,4.0,1382.0
12765,level_b,2017-08-19,2017-08-15,MA,US,1988.0,SOFTWARE ENGINEER,1.0,1.0,7.0,19,4.0,TECH,1,33.0,4.0,1287.0
12767,level_d,2017-09-18,2017-09-17,OK,US,1950.0,SALES,2.0,2.0,2.0,201,1.0,SALES,1,71.0,1.0,1257.0
12769,level_c,2016-06-07,2016-06-06,QC,CA,1987.0,MARKETING,,,,32,,MARKETING,1,34.0,1.0,1725.0
12771,level_b,2017-09-18,2017-08-07,CT,US,1993.0,NAN,3.0,2.0,27.0,36,3.0,MISSING,1,28.0,42.0,1257.0
12773,level_b,2016-10-19,2016-10-18,TX,US,1979.0,SELF EMPLOYED,3.0,5.0,22.0,1597,3.0,SELF,1,42.0,1.0,1591.0
11015,level_c,2017-07-18,2017-07-12,NJ,US,1981.0,MANAGER,6.0,4.0,11.0,404,9.0,MANAGER,1,40.0,6.0,1319.0
12777,level_c,2017-03-28,2017-03-27,NC,US,1998.0,SELF EMPLOYED,4.0,3.0,9.0,219,3.0,SELF,1,23.0,1.0,1431.0
12779,level_b,2017-07-16,2017-07-08,TX,US,1969.0,IT PROFESSIONAL,5.0,5.0,35.0,300,2.0,TECH,1,52.0,8.0,1321.0
3003,level_b,2017-09-14,2017-09-14,CA,US,1989.0,DATA SCIENTIST,,,,5,21.0,TECH,1,32.0,0.0,1261.0
5221,level_c,2016-09-01,2016-08-22,FL,US,1986.0,MANAGER,,,,4,5.0,MANAGER,1,35.0,10.0,1639.0
12785,level_b,2018-01-07,2017-12-18,CA,US,1987.0,CFO,2.0,3.0,42.0,64,2.0,EXECUTIVE,1,34.0,20.0,1146.0
12787,level_d,2017-06-22,2017-06-17,NON US,SG,1982.0,FINANCE,4.0,6.0,20.0,132,2.0,FINANCE,1,39.0,5.0,1345.0
12789,level_b,2018-01-16,2018-01-11,TX,US,1971.0,SELF EMPLOYED,6.0,4.0,11.0,95,5.0,SELF,1,50.0,5.0,1137.0
12791,level_b,2018-10-30,2018-10-30,MO,US,1973.0,NAN,2.0,2.0,4.0,56,2.0,MISSING,1,48.0,0.0,850.0
12793,level_f,,2017-08-29,CA,US,1993.0,ENGINEER,,,,2,2.0,TECH,1,28.0,,
12795,level_b,2017-08-03,2017-08-02,WA,US,1982.0,OPERATIONS ANALYST,1.0,1.0,1.0,49,4.0,OTHER,1,39.0,1.0,1303.0
12797,level_d,2017-09-29,2017-09-28,VA,US,1978.0,MILITARY,3.0,4.0,8.0,412,6.0,TECH,1,43.0,1.0,1246.0
12799,level_b,2019-07-25,2019-07-17,OR,US,1961.0,NAN,3.0,3.0,7.0,122,1.0,MISSING,1,60.0,8.0,582.0
12801,level_b,2017-03-06,2017-03-04,CA,US,1993.0,DEVELOPER,1.0,1.0,1.0,75,3.0,TECH,1,28.0,2.0,1453.0
12803,level_c,2018-07-23,2018-07-22,BC,CA,1977.0,ENGINEER,2.0,2.0,27.0,116,4.0,TECH,1,44.0,1.0,949.0
12805,level_d,2017-06-15,2017-05-25,HONG KONG,HK,1974.0,ENGINEER,2.0,2.0,3.0,131,3.0,TECH,1,47.0,21.0,1352.0
12807,level_d,2017-05-29,2017-05-25,CA,US,1969.0,INTERIOR DESIGNERTRADER,2.0,4.0,7.0,805,8.0,OTHER,1,52.0,4.0,1369.0
12809,level_d,2016-06-13,2016-06-12,CA,US,1988.0,GRAD STUDENT,1.0,3.0,9.0,171,4.0,STUDENT,1,33.0,1.0,1719.0
12811,level_d,2017-06-19,2016-02-02,WA,US,1982.0,BARTENDER,4.0,3.0,15.0,395,4.0,BARTENDER,1,39.0,503.0,1348.0
12813,level_b,2019-05-23,2019-05-23,VA,US,1956.0,NAN,2.0,2.0,8.0,33,3.0,MISSING,1,65.0,0.0,645.0
12815,level_d,2017-04-24,2017-04-05,TX,US,1986.0,INVESTOR,4.0,3.0,11.0,76,5.0,INVESTOR,1,35.0,19.0,1404.0
12817,level_d,2017-12-06,2017-12-05,ON,CA,1973.0,SOFTWARE DEVELOPER,3.0,4.0,7.0,30,3.0,TECH,1,48.0,1.0,1178.0
12819,level_b,2017-06-08,2017-05-30,NY,US,1992.0,DEVELOPER,5.0,3.0,15.0,355,4.0,TECH,1,29.0,9.0,1359.0
12821,level_d,2017-05-22,2017-05-19,NV,US,1977.0,BUSINESS OWNER,1.0,1.0,1.0,248,9.0,EXECUTIVE,1,44.0,3.0,1376.0
12823,level_d,2017-05-23,2017-05-22,FL,US,1987.0,MARKETING,5.0,7.0,25.0,1165,3.0,MARKETING,1,34.0,1.0,1375.0
12825,level_b,2017-07-21,2017-05-22,IL,US,1978.0,COO,1.0,1.0,3.0,25,4.0,EXECUTIVE,1,43.0,60.0,1316.0
12827,level_d,2017-06-13,2017-06-08,NY,US,1986.0,SELFEMPLOYED,4.0,3.0,8.0,274,6.0,SELF,1,35.0,5.0,1354.0
12829,level_b,2017-08-09,2017-06-13,FL,US,1965.0,INSURANCE,5.0,4.0,12.0,111,1.0,INSURANCE,1,56.0,57.0,1297.0
1,level_d,,2016-12-14,NC,US,1965.0,FINANCE,6.0,4.0,30.0,636,6.0,FINANCE,1,56.0,,
12833,level_b,2017-08-23,2017-08-18,NJ,US,1981.0,SOFTWARE ENGINEERING MANAGER,2.0,3.0,8.0,51,1.0,TECH,1,40.0,5.0,1283.0
12835,level_d,2018-03-11,2018-01-21,WA,US,1981.0,NAN,3.0,2.0,6.0,31,2.0,MISSING,1,40.0,49.0,1083.0
12837,level_c,2017-03-04,2017-03-01,CA,US,1956.0,TREACHER,2.0,3.0,7.0,85,1.0,OTHER,1,65.0,3.0,1455.0
12839,level_b,2017-05-15,2017-05-11,IN,US,1980.0,PRODUCT MANAGER,4.0,2.0,6.0,87,3.0,MANAGER,1,41.0,4.0,1383.0
12841,level_d,2017-12-06,2017-12-04,NY,US,1993.0,SOFTWARE ENGINEER,4.0,2.0,9.0,87,4.0,TECH,1,28.0,2.0,1178.0
12843,level_d,2017-01-12,2016-08-02,IL,US,1984.0,INVESTOR,1.0,1.0,9.0,153,5.0,INVESTOR,1,37.0,163.0,1506.0
12845,level_b,2017-06-26,2017-06-21,GA,US,1973.0,WEB DEVELOPER,1.0,1.0,2.0,22,1.0,TECH,1,48.0,5.0,1341.0
12847,level_d,2017-04-08,2017-03-24,MD,US,1989.0,SECURITY ENGINEER,3.0,3.0,12.0,334,1.0,TECH,1,32.0,15.0,1420.0
12849,level_b,2018-10-10,2018-10-10,OR,US,1989.0,NAN,2.0,3.0,8.0,133,1.0,MISSING,1,32.0,0.0,870.0
12851,level_b,2020-02-06,2019-07-03,FL,US,1952.0,NAN,5.0,4.0,6.0,50,10.0,MISSING,1,69.0,218.0,386.0
12853,level_d,2017-11-07,2017-09-06,CA,US,1961.0,RETIRED,1.0,1.0,1.0,29,1.0,RETIRED,1,60.0,62.0,1207.0
12855,level_d,2017-06-22,2017-06-19,WA,US,1983.0,ARTIST,2.0,2.0,4.0,838,2.0,ARTIST,1,38.0,3.0,1345.0
12857,level_b,2017-07-06,2017-06-28,IL,US,1984.0,VENTURE CAPITAL,2.0,2.0,3.0,64,2.0,TECH,1,37.0,8.0,1331.0
12859,level_c,2015-10-13,2015-10-13,OH,US,1979.0,SELF EMPLOYED,,,,39,4.0,SELF,1,42.0,0.0,1963.0
12861,level_b,2019-04-30,2019-04-30,FL,US,1998.0,NAN,3.0,2.0,11.0,386,4.0,MISSING,1,23.0,0.0,668.0
12863,level_d,2016-09-13,2016-09-13,MA,US,1987.0,SALES,,,,119,8.0,SALES,1,34.0,0.0,1627.0
9535,level_d,2016-08-03,2016-08-02,NY,US,1977.0,NAN,,,,12,6.0,MISSING,1,44.0,1.0,1668.0
12867,level_b,2017-04-06,2017-03-23,TN,US,1987.0,ENGINEER,4.0,5.0,16.0,898,3.0,TECH,1,34.0,14.0,1422.0
12869,level_b,2017-12-07,2017-12-05,NC,US,1992.0,STUDENT,2.0,2.0,6.0,137,2.0,STUDENT,1,29.0,2.0,1177.0
12871,level_b,2017-12-01,2017-11-30,NY,US,1984.0,INVESTOR,2.0,2.0,16.0,115,3.0,INVESTOR,1,37.0,1.0,1183.0
12873,level_b,2017-03-23,2017-03-17,CA,US,1985.0,ENGINEER,3.0,3.0,5.0,41,1.0,TECH,1,36.0,6.0,1436.0
12875,level_b,2015-10-05,2015-10-05,OH,US,1984.0,STUDENT,,,,60,4.0,STUDENT,1,37.0,0.0,1971.0
12877,level_c,2016-01-04,2016-01-02,TN,US,1959.0,IT DEVELOPER,1.0,1.0,2.0,93,1.0,TECH,1,62.0,2.0,1880.0
12879,level_b,2018-01-16,2018-01-09,FL,US,1974.0,SOFTWARE DEVELOPER,1.0,1.0,5.0,31,1.0,TECH,1,47.0,7.0,1137.0
12881,level_c,2017-11-20,2017-11-18,FL,US,1989.0,ACCOUNT MANAGER,3.0,4.0,11.0,232,7.0,MANAGER,1,32.0,2.0,1194.0
12883,level_c,2019-01-07,2018-01-23,NON US,SG,1988.0,ADMIN,5.0,3.0,14.0,89,4.0,OTHER,1,33.0,349.0,781.0
12885,level_c,2019-09-23,2019-09-12,MI,US,1968.0,NAN,3.0,2.0,8.0,18,6.0,MISSING,1,53.0,11.0,522.0
12887,level_d,2017-08-07,2017-08-05,NY,US,1990.0,IT,2.0,2.0,10.0,170,6.0,TECH,1,31.0,2.0,1299.0
12889,level_d,2017-03-13,2017-02-13,NON US,GB,1973.0,WEB DEVELOPER,,,,385,2.0,TECH,1,48.0,28.0,1446.0
12891,level_b,2018-04-03,2018-03-26,CA,US,1984.0,SELF EMPLOYEED,1.0,1.0,7.0,49,2.0,SELF,1,37.0,8.0,1060.0
12893,level_b,2017-09-28,2017-09-27,CA,US,1991.0,UNEMPLOYED,3.0,3.0,7.0,191,2.0,UNEMPLOYED,1,30.0,1.0,1247.0
12895,level_b,2017-11-27,2017-11-26,CA,US,1951.0,PHYSICIAN,3.0,2.0,5.0,61,2.0,MEDICINE,1,70.0,1.0,1187.0
12897,level_b,2019-05-16,2019-05-14,NY,US,1966.0,NAN,3.0,4.0,11.0,234,1.0,MISSING,1,55.0,2.0,652.0
9589,level_a,,2018-07-24,CA,US,,NAN,1.0,1.0,1.0,1,6.0,MISSING,1,,,
12901,level_c,2017-12-10,2017-12-08,CA,US,1962.0,BUSSINESS OWNER,2.0,1.0,5.0,59,8.0,EXECUTIVE,1,59.0,2.0,1174.0
12903,level_b,2017-02-03,2017-02-02,WA,US,1981.0,SOFTWARE ENGINEER,1.0,1.0,2.0,18,1.0,TECH,1,40.0,1.0,1484.0
12905,level_b,2017-01-10,2017-01-10,MN,US,1986.0,SOFTWARE ENGINEER,3.0,4.0,11.0,71,4.0,TECH,1,35.0,0.0,1508.0
12907,level_b,2015-10-09,2015-10-09,NY,US,1975.0,CUCC,4.0,5.0,9.0,384,2.0,OTHER,1,46.0,0.0,1967.0
12909,level_d,2017-09-11,2017-09-10,NON US,HK,1989.0,FINANCIAL ANALYST,3.0,3.0,5.0,116,4.0,FINANCE,1,32.0,1.0,1264.0
12911,level_b,2017-06-06,2017-05-23,NY,US,1989.0,WEB DEVELOPER,3.0,4.0,11.0,178,2.0,TECH,1,32.0,14.0,1361.0
12913,level_c,2018-03-21,2018-01-21,NON US,SG,1992.0,SELF EMPLOYED,2.0,2.0,5.0,71,,SELF,1,29.0,59.0,1073.0
3633,level_c,2018-01-29,2018-01-22,NY,US,1958.0,CFO,2.0,1.0,8.0,142,3.0,EXECUTIVE,1,63.0,7.0,1124.0
10609,level_e,2017-02-27,2017-02-22,GA,US,,NAN,2.0,2.0,3.0,6,3.0,MISSING,1,,5.0,1460.0
12919,level_b,2017-08-22,2017-08-15,FL,US,1973.0,SOFTWARE ENGINEER,2.0,3.0,13.0,81,1.0,TECH,1,48.0,7.0,1284.0
12921,level_b,2016-12-09,2016-12-09,NC,US,1976.0,PROFESSOR,4.0,4.0,20.0,535,6.0,PROFESSOR,1,45.0,0.0,1540.0
12923,level_b,2017-09-18,2017-09-18,NY,US,1993.0,FINANCIAL ANALYST,1.0,1.0,6.0,27,2.0,FINANCE,1,28.0,0.0,1257.0
12925,level_b,2017-09-14,2017-09-14,NY,US,1983.0,PORTFOLIO MANAGER,3.0,4.0,36.0,81,2.0,MANAGER,1,38.0,0.0,1261.0
12927,level_d,2017-02-15,2017-02-12,CA,US,1974.0,SOFTWARE ENGINEER,3.0,3.0,15.0,267,3.0,TECH,1,47.0,3.0,1472.0
12929,level_d,2019-04-12,2019-04-12,NY,US,1942.0,NAN,2.0,1.0,3.0,13,2.0,MISSING,1,79.0,0.0,686.0
12931,level_d,2015-10-05,2015-10-05,CA,US,1992.0,ENTREPRENEUR,2.0,2.0,3.0,10,1.0,ENTREPRENEUR,1,29.0,0.0,1971.0
12933,level_b,2017-11-08,2017-11-06,CT,US,1988.0,MARKETING,3.0,4.0,37.0,95,3.0,MARKETING,1,33.0,2.0,1206.0
12935,level_b,2018-03-30,2018-03-15,OH,US,1973.0,SYSTEM ADMINISTRATOR,2.0,1.0,7.0,18,2.0,OTHER,1,48.0,15.0,1064.0
12937,level_c,2017-06-05,2016-05-14,NON US,SG,1985.0,MANAGER,2.0,4.0,32.0,277,4.0,MANAGER,1,36.0,387.0,1362.0
12939,level_d,2017-02-28,2017-02-22,NV,US,1970.0,IT,1.0,1.0,10.0,160,4.0,TECH,1,51.0,6.0,1459.0
12941,level_d,2017-01-08,2017-01-06,NJ,US,1993.0,TECHNOLOGY,3.0,2.0,12.0,161,4.0,TECH,1,28.0,2.0,1510.0
12943,level_b,2018-06-13,2018-06-13,VA,US,1981.0,YOUTUBER,4.0,3.0,10.0,108,3.0,OTHER,1,40.0,0.0,989.0
12945,level_b,2017-06-08,2017-05-30,FL,US,1983.0,MULTIMEDIA PRODUCTION SERVICES,1.0,2.0,11.0,173,2.0,OTHER,1,38.0,9.0,1359.0
12947,level_d,2017-03-26,2017-03-17,MO,US,1995.0,SKECHERS,4.0,2.0,8.0,147,2.0,OTHER,1,26.0,9.0,1433.0
12949,level_b,2018-12-05,2018-12-05,VA,US,1984.0,NAN,5.0,5.0,27.0,38,3.0,MISSING,1,37.0,0.0,814.0
12951,level_b,2017-02-03,2017-01-27,WV,US,1994.0,STUDENT,1.0,1.0,1.0,177,2.0,STUDENT,1,27.0,7.0,1484.0
12953,level_b,2018-10-05,2018-10-01,IN,US,1982.0,NAN,1.0,1.0,4.0,7,3.0,MISSING,1,39.0,4.0,875.0
10049,level_c,2019-02-14,2019-02-13,NY,US,1981.0,NAN,2.0,1.0,2.0,1,9.0,MISSING,1,40.0,1.0,743.0
12957,level_d,2017-06-09,2017-06-01,FL,US,1966.0,REGIONAL MANAGER,3.0,4.0,206.0,1870,3.0,MANAGER,1,55.0,8.0,1358.0
9355,level_g,2018-09-28,2018-09-28,MS,US,1983.0,NAN,1.0,1.0,1.0,1,4.0,MISSING,1,38.0,0.0,882.0
12961,level_d,2017-09-04,2017-09-03,CA,US,1959.0,PHYSICIAN,4.0,3.0,19.0,96,1.0,MEDICINE,1,62.0,1.0,1271.0
12963,level_c,2017-05-10,2017-04-19,KS,US,1950.0,RETIRED,1.0,3.0,6.0,294,3.0,RETIRED,1,71.0,21.0,1388.0
12965,level_b,2015-10-28,2015-10-28,OH,US,1985.0,RESEARCH,,,,346,4.0,OTHER,1,36.0,0.0,1948.0
12967,level_d,2017-02-03,2017-01-07,GWANGJU,KR,1978.0,TEACHER,1.0,1.0,1.0,25,3.0,TEACHER,1,43.0,27.0,1484.0
12969,level_d,2017-06-20,2017-05-25,CA,US,1990.0,SELF EMPLOYED,3.0,3.0,11.0,138,8.0,SELF,1,31.0,26.0,1347.0
12971,level_d,2016-05-28,2016-05-28,NY,US,1969.0,TECHNOLOGY MANAGER,3.0,3.0,3.0,70,2.0,TECH,1,52.0,0.0,1735.0
12973,level_c,2016-06-13,2016-06-13,CA,US,1971.0,ENTREPRENEURS,,,,280,3.0,OTHER,1,50.0,0.0,1719.0
12975,level_d,2020-01-15,2020-01-13,QC,CA,1954.0,NAN,1.0,1.0,3.0,38,4.0,MISSING,1,67.0,2.0,408.0
12977,level_c,2017-03-23,2017-03-17,NON US,GB,1977.0,DIRECTOR,1.0,1.0,1.0,17,,EXECUTIVE,1,44.0,6.0,1436.0
12979,level_b,2018-03-05,2018-03-05,CA,US,1997.0,INVESTMENT,4.0,2.0,10.0,78,4.0,OTHER,1,24.0,0.0,1089.0
12981,level_d,2016-03-24,2016-03-23,OH,US,1980.0,TEACHER,4.0,4.0,27.0,48,1.0,TEACHER,1,41.0,1.0,1800.0
12983,level_c,2017-10-26,2017-10-25,MO,US,1955.0,RETIRED,2.0,2.0,16.0,134,3.0,RETIRED,1,66.0,1.0,1219.0
12985,level_b,2018-01-01,2017-12-24,NY,US,1981.0,SENIOR MANAGER,4.0,4.0,16.0,120,1.0,MANAGER,1,40.0,8.0,1152.0
12987,level_b,2017-07-07,2017-06-30,MA,US,1988.0,PROGRAM MANAGER,1.0,1.0,1.0,3,1.0,MANAGER,1,33.0,7.0,1330.0
12989,level_b,2018-04-04,2018-01-03,NY,US,1975.0,TRADER,5.0,5.0,17.0,1719,4.0,TRADER,1,46.0,91.0,1059.0
12991,level_b,2016-02-19,2016-02-17,CA,US,1987.0,ELECTRICIAN,3.0,3.0,14.0,647,3.0,OTHER,1,34.0,2.0,1834.0
12993,level_b,2019-06-04,2019-05-31,NY,US,1974.0,NAN,1.0,1.0,2.0,41,4.0,MISSING,1,47.0,4.0,633.0
12995,level_b,2017-09-03,2017-07-21,CA,US,1989.0,DIRECTOR COINBASE,1.0,1.0,3.0,21,1.0,EXECUTIVE,1,32.0,44.0,1272.0
12997,level_b,2017-07-27,2017-07-27,CA,US,1974.0,CONSULTANT,1.0,1.0,4.0,21,2.0,CONSULTANT,1,47.0,0.0,1310.0
12999,level_d,2017-09-02,2017-08-31,CA,US,1992.0,STUDENT,,,,211,2.0,STUDENT,1,29.0,2.0,1273.0
13001,level_c,2017-06-21,2016-06-02,CA,US,1989.0,SELF EMPLOYED,2.0,3.0,10.0,145,2.0,SELF,1,32.0,384.0,1346.0
13003,level_b,2017-10-26,2017-10-26,IN,US,1969.0,SUPERVISOR,4.0,5.0,10.0,175,2.0,MANAGER,1,52.0,0.0,1219.0
13005,level_b,2016-04-12,2016-04-11,CA,US,1937.0,RETIRED FROM SIERRA GOLD NURSERIES,,,,37,3.0,MEDICINE,1,84.0,1.0,1781.0
13007,level_c,2016-04-20,2016-04-19,CA,US,1986.0,CONSULTANT,4.0,3.0,9.0,492,9.0,CONSULTANT,1,35.0,1.0,1773.0
13009,level_d,2017-02-08,2017-01-24,OH,US,1991.0,ELECTRICAL ENGINEER,1.0,1.0,3.0,392,4.0,TECH,1,30.0,15.0,1479.0
13011,level_b,2017-03-09,2017-03-07,NJ,US,1989.0,STUDENT,2.0,4.0,6.0,78,1.0,STUDENT,1,32.0,2.0,1450.0
13013,level_b,2018-01-09,2018-01-02,IN,US,1977.0,CEO  VINDYNE GROUP,3.0,2.0,4.0,409,3.0,EXECUTIVE,1,44.0,7.0,1144.0
13015,level_d,2017-10-24,2017-10-23,CA,US,1983.0,ONLINE ENTREPRENEUR,4.0,4.0,19.0,258,1.0,OTHER,1,38.0,1.0,1221.0
13017,level_d,2017-07-06,2017-06-28,TX,US,1979.0,PROGRAMMER,1.0,3.0,7.0,65,1.0,TECH,1,42.0,8.0,1331.0
13019,level_b,2017-05-16,2017-05-15,NY,US,1981.0,FINANCE,2.0,2.0,3.0,22,2.0,FINANCE,1,40.0,1.0,1382.0
13021,level_d,2017-03-03,2016-11-13,AR,US,1967.0,CONSTRUCTION,6.0,4.0,10.0,298,5.0,CONSTRUCTION,1,54.0,110.0,1456.0
13023,level_d,2018-01-09,2017-12-19,NON US,SG,1979.0,SOFTWARE ENGINEER,2.0,3.0,7.0,204,2.0,TECH,1,42.0,21.0,1144.0
13025,level_d,2016-06-06,2016-06-04,NY,US,1988.0,SELF EMPLOYEE,3.0,6.0,17.0,701,4.0,SELF,1,33.0,2.0,1726.0
13027,level_b,2016-05-18,2016-05-17,AL,US,1965.0,DENTIST,3.0,3.0,11.0,92,3.0,MEDICINE,1,56.0,1.0,1745.0
13029,level_b,2019-11-19,2019-11-17,TN,US,1953.0,NAN,2.0,3.0,5.0,53,12.0,MISSING,1,68.0,2.0,465.0
7829,level_f,2016-07-04,2016-05-29,TX,US,1974.0,OWNER,,,,2,2.0,EXECUTIVE,1,47.0,36.0,1698.0
13033,level_b,2018-01-03,2017-12-17,TN,US,1969.0,OWNER AMERICAN JEWELRY,4.0,8.0,56.0,238,1.0,EXECUTIVE,1,52.0,17.0,1150.0
13035,level_d,2016-08-23,2016-08-23,MN,US,1963.0,MLT,,,,27,2.0,OTHER,1,58.0,0.0,1648.0
13037,level_c,2017-05-16,2017-05-15,MA,US,1983.0,SELF EMPLOYED,1.0,1.0,6.0,1161,1.0,SELF,1,38.0,1.0,1382.0
13039,level_d,2017-01-06,2017-01-05,MI,US,1986.0,WINDOWS SYSTEMS ENGINEER,4.0,4.0,9.0,258,6.0,TECH,1,35.0,1.0,1512.0
13041,level_b,2019-04-12,2019-04-11,TX,US,1970.0,NAN,1.0,2.0,3.0,46,3.0,MISSING,1,51.0,1.0,686.0
13043,level_b,2016-10-18,2016-10-18,FL,US,1985.0,PRESIDENT,3.0,3.0,27.0,355,1.0,EXECUTIVE,1,36.0,0.0,1592.0
13045,level_b,2017-08-28,2017-08-28,GA,US,1989.0,PARTNER,3.0,3.0,17.0,264,3.0,OTHER,1,32.0,0.0,1278.0
4333,level_e,2016-06-21,2016-06-17,CO,US,,NAN,,,,2,4.0,MISSING,1,,4.0,1711.0
13049,level_b,2017-12-12,2017-11-06,FL,US,1960.0,IT,4.0,3.0,7.0,492,2.0,TECH,1,61.0,36.0,1172.0
13051,level_d,2017-04-18,2017-03-30,TX,US,1990.0,SALES MANAGER,7.0,4.0,19.0,177,4.0,SALES,1,31.0,19.0,1410.0
13053,level_d,2017-01-05,2017-01-04,MD,US,1970.0,POST DOC FELLOW,4.0,2.0,7.0,240,1.0,OTHER,1,51.0,1.0,1513.0
13055,level_b,2016-08-30,2016-08-30,MD,US,1982.0,ENGINEER,,,,8,2.0,TECH,1,39.0,0.0,1641.0
12577,level_d,2018-01-02,2017-11-11,CA,US,1972.0,SELF EMPLOYED,4.0,3.0,10.0,239,7.0,SELF,1,49.0,52.0,1151.0
13059,level_b,2018-07-18,2018-07-18,IL,US,1980.0,TRADEE,5.0,4.0,133.0,367,1.0,OTHER,1,41.0,0.0,954.0
13061,level_c,2015-05-05,2015-05-05,NY,US,1976.0,SOFTWARE DEVELOPER,2.0,2.0,4.0,39,2.0,TECH,1,45.0,0.0,2124.0
13063,level_b,2017-06-28,2017-05-30,IN,US,1985.0,US GOVERNMENT,4.0,3.0,10.0,65,4.0,MEDICINE,1,36.0,29.0,1339.0
13065,level_b,2016-12-08,2016-12-08,CA,US,1986.0,SELF,2.0,1.0,19.0,185,1.0,SELF,1,35.0,0.0,1541.0
9111,level_f,2017-07-20,2017-07-17,NY,US,1985.0,SOFTWARE DEVELOPER,,,,2,3.0,TECH,1,36.0,3.0,1317.0
13069,level_d,2017-12-04,2017-12-04,CA,US,1969.0,ACADEMIC COUNSELOR,1.0,2.0,12.0,174,1.0,OTHER,1,52.0,0.0,1180.0
13071,level_b,2017-01-26,2017-01-24,NY,US,1992.0,PRODUCT MANAGER,1.0,1.0,4.0,103,3.0,MANAGER,1,29.0,2.0,1492.0
