ACCOUNT_ID,AMOUNT_nunique_type_1,AMOUNT_nunique_type_2,AMOUNT_nunique_type_3,AMOUNT_nunique_type_4,AMOUNT_nunique_type_5,AMOUNT_sum_type_1,AMOUNT_sum_type_2,AMOUNT_sum_type_3,AMOUNT_sum_type_4,AMOUNT_sum_type_5,CURRENCY_nunique_type_1,CURRENCY_nunique_type_2,CURRENCY_nunique_type_3,CURRENCY_nunique_type_4,CURRENCY_nunique_type_5,CURRENCY_sum_type_1,CURRENCY_sum_type_2,CURRENCY_sum_type_3,CURRENCY_sum_type_4,CURRENCY_sum_type_5
12525,,1.0,1.0,,,,1.16,5000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
12545,,2.0,12.0,,,,4.563103,100011.053418,,,,1.0,2.0,,,,currency_2currency_2,currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_1currency_3currency_3,,
12555,1.0,2.0,2.0,,,10.0,35000.0,18.0,,,1.0,1.0,1.0,,,currency_2,currency_1currency_1,currency_2currency_2,,
12565,,2.0,1.0,,,,1.29829,1.187978,,,,1.0,1.0,,,,currency_2currency_2,currency_2,,
12569,4.0,,4.0,,,3004.230617,,2004.230617,,,2.0,,2.0,,,currency_1currency_1currency_1currency_1currency_1currency_2currency_2currency_2currency_1,,currency_1currency_1currency_1currency_1currency_2currency_2currency_2,,
12577,,3.0,1.0,,,,164.23,250000.0,,,,2.0,1.0,,,,currency_3currency_2currency_2,currency_1,,
12579,1.0,,1.0,,,1.9995,,1.9995,,,1.0,,1.0,,,currency_2,,currency_2,,
12595,3.0,12.0,6.0,,,10.431277,31.956051,248.08685599999998,,,1.0,1.0,2.0,,,currency_2currency_2currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_2currency_2currency_3currency_3currency_2currency_2,,
12601,1.0,2.0,,,,1000.0,0.236589,,,,1.0,1.0,,,,currency_1currency_1,currency_2currency_2,,,
12605,,3.0,,,,,76.14585799999999,,,,,2.0,,,,,currency_2currency_2currency_3,,,
12607,,1.0,1.0,,,,5.710218,45000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
12611,11.0,1.0,12.0,,,11.949,51644.72,61.949,,,1.0,1.0,2.0,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_1,,
12623,,2.0,1.0,,,,65240.11,0.13180999999999998,,,,2.0,1.0,,,,currency_2currency_1,currency_2,,
12631,1.0,1.0,1.0,,,500.0,350.9,500.0,,,1.0,1.0,1.0,,,currency_1,currency_3,currency_1,,
12639,,4.0,,,,,350.179005,,,,,2.0,,,,,currency_2currency_2currency_1currency_2,,,
12641,,4.0,,,,,153.645067,,,,,2.0,,,,,currency_2currency_3currency_2currency_3,,,
12645,1.0,6.0,9.0,,,1000.0,368.461389,501.624141,,,1.0,3.0,2.0,,,currency_1currency_1,currency_1currency_1currency_2currency_1currency_3currency_1,currency_3currency_3currency_1currency_3currency_3currency_3currency_3currency_3currency_3,,
12651,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
12653,,1.0,2.0,,,,1.761775,13650.0,,,,1.0,1.0,,,,currency_2,currency_1currency_1,,
12659,,1.0,,,,,1.0,,,,,1.0,,,,,currency_2,,,
12663,,,10.0,,,,,0.10718499999999999,,,,,1.0,,,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,,
12675,1.0,2.0,1.0,,,1.326072,5609.14,1.326072,,,1.0,1.0,1.0,,,currency_2,currency_1currency_1,currency_2,,
12679,,1.0,,,,,5.8,,,,,1.0,,,,,currency_3,,,
12681,,3.0,1.0,,,,21.563651,60000.0,,,,2.0,1.0,,,,currency_2currency_3currency_2,currency_1currency_1,,
12685,,2.0,,,,,0.15000000000000002,,,,,1.0,,,,,currency_2currency_2,,,
12689,,2.0,3.0,,,,0.75,43500.0,,,,1.0,1.0,,,,currency_3currency_3,currency_1currency_1currency_1currency_1,,
12691,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
12695,2.0,2.0,2.0,,,0.371562,2848.0,0.371562,,,1.0,1.0,1.0,,,currency_2currency_2,currency_1currency_1,currency_2currency_2,,
12709,1.0,1.0,5.0,,,0.013458000000000001,2.0,4209.663458,,,1.0,1.0,4.0,,,currency_4,currency_3,currency_4currency_1currency_3currency_2currency_1,,
12713,1.0,2.0,1.0,,,1500.0,202.95000000000002,1500.0,,,1.0,2.0,1.0,,,currency_1currency_1currency_1,currency_1currency_3,currency_1currency_1currency_1,,
12719,,2.0,1.0,,,,27.461236,5937.36,,,,1.0,1.0,,,,currency_3currency_3,currency_1,,
12723,1.0,,,,,10000.0,,,,,1.0,,,,,currency_1,,,,
12725,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
12727,,1.0,,,,,0.7,,,,,1.0,,,,,currency_2,,,
12729,,3.0,1.0,,,,15.28,15.254359,,,,1.0,1.0,,,,currency_3currency_3currency_3,currency_3,,
12731,,1.0,,,,,3.5,,,,,1.0,,,,,currency_2,,,
12739,,14.0,4.0,,,,2.88154,16500.0,,,,1.0,1.0,,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_1currency_1currency_1currency_1,,
12741,1.0,1.0,1.0,,,1500.0,4.0,1000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_3,currency_1currency_1,,
12745,1.0,1.0,1.0,,,1500.0,0.24,500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_2,currency_1,,
12749,,,1.0,,,,,250000.0,,,,,1.0,,,,,currency_1,,
12757,1.0,,1.0,,,500.0,,1000.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1,,
12759,,1.0,,,,,19689.38,,,,,1.0,,,,,currency_1,,,
12767,1.0,2.0,3.0,,,2000.0,0.9747,8000.353938,,,1.0,1.0,2.0,,,currency_1currency_1currency_1currency_1,currency_2currency_2,currency_1currency_1currency_3currency_1currency_1currency_1,,
12773,,1.0,1.0,,,,2.0,8969.0,,,,1.0,1.0,,,,currency_2,currency_1,,
12777,,4.0,2.0,,,,12956.130000000001,11.242082,,,,2.0,1.0,,,,currency_1currency_1currency_2currency_1,currency_3currency_3,,
12793,,2.0,,,,,4.678069,,,,,1.0,,,,,currency_2currency_2,,,
12807,,1.0,,,,,0.23507600000000003,,,,,1.0,,,,,currency_2,,,
12811,1.0,1.0,1.0,,,1500.0,0.093016,500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_2,currency_1,,
12819,,6.0,3.0,,,,7521.364657,7.696999999999999,,,,2.0,2.0,,,,currency_1currency_1currency_3currency_3currency_3currency_3,currency_2currency_3currency_2,,
12821,,,9.0,,,,,15001.980776,,,,,2.0,,,,,currency_2currency_1currency_2currency_2currency_2currency_2currency_2currency_2currency_2,,
12823,1.0,6.0,6.0,,,300.0,45.287423000000004,5582.920029,,,1.0,2.0,3.0,,,currency_1,currency_3currency_5currency_3currency_3currency_3currency_3,currency_3currency_2currency_1currency_3currency_3currency_1,,
12827,,,2.0,,,,,16000.0,,,,,1.0,,,,,currency_1currency_1,,
12829,1.0,1.0,1.0,,,2.5,19252.72,2.5,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
12833,,1.0,1.0,,,,98270.67,350.995,,,,1.0,1.0,,,,currency_1,currency_3,,
12837,,2.0,,,,,38.18372,,,,,2.0,,,,,currency_3currency_2,,,
12839,,1.0,,,,,1.0,,,,,1.0,,,,,currency_2,,,
12847,,3.0,1.0,,,,10.823355,2.411351,,,,2.0,1.0,,,,currency_2currency_3currency_2,currency_2,,
12855,,7.0,2.0,,,,334.8949999999999,39.0,,,,2.0,1.0,,,,currency_3currency_3currency_3currency_2currency_3currency_3currency_3currency_2currency_3currency_2currency_3currency_3currency_3currency_3currency_3currency_2currency_3currency_3,currency_3currency_3,,
12857,,2.0,,,,,27177.3,,,,,1.0,,,,,currency_1currency_1,,,
12877,1.0,,2.0,,,4.0,,1004.0,,,1.0,,2.0,,,currency_2,,currency_2currency_1currency_1,,
12881,,,2.0,,,,,25000.0,,,,,1.0,,,,,currency_1currency_1,,
12893,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
12907,2.0,,1.0,,,750.0,,500.0,,,1.0,,1.0,,,currency_1currency_1,,currency_1,,
12911,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
12919,,1.0,,,,,78361.04,,,,,1.0,,,,,currency_1,,,
12921,1.0,,2.0,,,0.227108,,0.46832300000000004,,,1.0,,1.0,,,currency_2,,currency_2currency_2,,
12925,,,1.0,,,,,15000.0,,,,,1.0,,,,,currency_1,,
12927,,3.0,,,,,70007.0,,,,,2.0,,,,,currency_1currency_2currency_2,,,
12937,,1.0,,,,,0.2,,,,,1.0,,,,,currency_3,,,
12941,1.0,1.0,3.0,,,0.045,7730.95,3.95,,,1.0,1.0,2.0,,,currency_2,currency_1,currency_2currency_2currency_3,,
12945,1.0,2.0,,,,200.0,0.054508,,,,1.0,1.0,,,,currency_1,currency_2currency_2,,,
12947,,1.0,1.0,,,,4499.71,0.410271,,,,1.0,1.0,,,,currency_1,currency_2,,
12957,4.0,5.0,15.0,,,1001.48231,18.442718,2502.50025,,,2.0,2.0,3.0,,,currency_2currency_2currency_2currency_1currency_1,currency_2currency_2currency_2currency_3currency_3,currency_2currency_2currency_1currency_2currency_1currency_2currency_1currency_2currency_2currency_2currency_2currency_3currency_1currency_2currency_3currency_1currency_2currency_2currency_2,,
12963,,2.0,2.0,,,,0.9390000000000001,10000.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1currency_1,,
12969,,,1.0,,,,,20000.0,,,,,1.0,,,,,currency_1,,
12977,,1.0,1.0,,,,0.005605,0.08,,,,1.0,1.0,,,,currency_2,currency_3,,
12989,,,3.0,,,,,102.0,,,,,3.0,,,,,currency_2currency_5currency_3,,
12991,1.0,2.0,,,,500.0,0.27435,,,,1.0,1.0,,,,currency_1,currency_2currency_2,,,
12999,1.0,1.0,1.0,,,2500.0,2.22,2500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_1,currency_1currency_1currency_1currency_1currency_1,,
13003,,1.0,2.0,,,,0.06,1000.1545,,,,1.0,2.0,,,,currency_2,currency_2currency_1currency_1,,
13007,1.0,,1.0,,,500.0,,500.0,,,1.0,,1.0,,,currency_1,,currency_1,,
13009,1.0,1.0,1.0,,,500.0,0.11,100.0,,,1.0,1.0,1.0,,,currency_1,currency_2,currency_1,,
13011,,,1.0,,,,,0.96319,,,,,1.0,,,,,currency_2,,
13017,,1.0,1.0,,,,5712.48,0.5,,,,1.0,1.0,,,,currency_1,currency_2,,
13023,,2.0,,,,,16.1339,,,,,2.0,,,,,currency_2currency_3,,,
13033,,1.0,1.0,,,,0.34265100000000004,5000.0,,,,1.0,1.0,,,,currency_2,currency_1,,
13037,,,1.0,,,,,115.595,,,,,1.0,,,,,currency_3,,
13039,,5.0,1.0,,,,378.620221,75000.0,,,,2.0,1.0,,,,currency_3currency_2currency_3currency_3currency_3,currency_1,,
13043,3.0,2.0,2.0,,,2422.0,3.6035440000000003,1422.0,,,1.0,2.0,1.0,,,currency_1currency_1currency_1,currency_2currency_3,currency_1currency_1,,
13045,1.0,,,,,3000.0,,,,,1.0,,,,,currency_1currency_1currency_1currency_1currency_1currency_1,,,,
13051,,,1.0,,,,,150.0,,,,,1.0,,,,,currency_1,,
13065,,1.0,1.0,,,,162.19,0.020846,,,,1.0,1.0,,,,currency_1,currency_2,,
13073,1.0,2.0,1.0,,,500.0,7.0,500.0,,,1.0,1.0,1.0,,,currency_1,currency_2currency_2currency_2,currency_1,,
13075,,,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,
13077,,1.0,,,,,3000.0,,,,,1.0,,,,,currency_1,,,
13091,1.0,2.0,2.0,,,500.0,2.94696,6000.0,,,1.0,1.0,1.0,,,currency_1,currency_3currency_3,currency_1currency_1,,
13111,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
13113,,2.0,1.0,,,,0.410923,3200.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1,,
13137,,2.0,2.0,,,,716.704119,425000.0,,,,2.0,1.0,,,,currency_2currency_3,currency_1currency_1,,
13139,,1.0,,,,,518.02,,,,,1.0,,,,,currency_1,,,
13141,1.0,,1.0,,,500.0,,0.50108,,,1.0,,1.0,,,currency_1,,currency_2,,
13143,1.0,,1.0,,,495.0,,1500.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1currency_1,,
13149,,1.0,,,,,59000.0,,,,,1.0,,,,,currency_1,,,
13151,2.0,7.0,4.0,,,2.0128120000000003,56.664421000000004,18047.262811999997,,,1.0,2.0,3.0,,,currency_2currency_2,currency_3currency_3currency_3currency_2currency_2currency_2currency_2currency_2currency_2,currency_3currency_1currency_2currency_2,,
13163,1.0,4.0,2.0,,,500.0,2.56,930.0,,,1.0,1.0,1.0,,,currency_1,currency_2currency_2currency_2currency_2,currency_1currency_1,,
13165,,3.0,,,,,1393.1499999999999,,,,,3.0,,,,,currency_2currency_1currency_3,,,
13175,,1.0,,,,,0.469797,,,,,1.0,,,,,currency_2,,,
13177,,3.0,2.0,,,,2.40585,22400.0,,,,1.0,1.0,,,,currency_2currency_2currency_2,currency_1currency_1,,
13185,2.0,4.0,1.0,,,1300.0,2035.365876,300.0,,,1.0,3.0,1.0,,,currency_1currency_1currency_1,currency_1currency_2currency_3currency_1,currency_1,,
13195,,1.0,1.0,,,,3.0,2.0,,,,1.0,1.0,,,,currency_2,currency_2,,
13197,,1.0,5.0,,,,25000.0,178.59279999999998,,,,1.0,1.0,,,,currency_1,currency_3currency_3currency_3currency_3currency_3,,
13205,3.0,10.0,6.0,,,1.7374569999999998,6477.718822,3.602774,,,1.0,2.0,1.0,,,currency_2currency_2currency_2,currency_2currency_1currency_1currency_2currency_1currency_1currency_2currency_2currency_2currency_1,currency_2currency_2currency_2currency_2currency_2currency_2,,
13225,1.0,1.0,1.0,,,0.5,2134.13,0.5,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
13233,1.0,6.0,1.0,,,1000.0,417.0,1000.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3currency_3,currency_1currency_1,,
13241,2.0,1.0,3.0,,,4.0158819999999995,28800.0,9.91466,,,1.0,1.0,1.0,,,currency_2currency_2,currency_1,currency_2currency_2currency_2,,
13247,1.0,,1.0,,,0.093511,,0.093511,,,1.0,,1.0,,,currency_2,,currency_2,,
13249,1.0,,,,,484.74,,,,,1.0,,,,,currency_1,,,,
13253,,1.0,,,,,1712.39,,,,,1.0,,,,,currency_1,,,
13265,1.0,3.0,1.0,,,1000.0,5908.830754,500.0,,,1.0,2.0,1.0,,,currency_1currency_1,currency_1currency_1currency_2,currency_1,,
13267,,6.0,1.0,,,,10.422804000000001,6490.0,,,,1.0,1.0,,,,currency_3currency_3currency_3currency_3currency_3currency_3,currency_1,,
13277,1.0,1.0,1.0,,,0.614909,4021.5,0.614909,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
13281,,,1.0,,,,,250.0,,,,,1.0,,,,,currency_1,,
13283,,1.0,,,,,14.4,,,,,1.0,,,,,currency_3,,,
13303,1.0,,1.0,,,500.0,,25000.0,,,1.0,,1.0,,,currency_1,,currency_1,,
13305,,1.0,1.0,,,,0.591654,2500.0,,,,1.0,1.0,,,,currency_2,currency_1,,
13315,,,1.0,,,,,15.0,,,,,1.0,,,,,currency_2,,
13319,1.0,4.0,1.0,,,500.0,3002.044,0.44087200000000004,,,1.0,2.0,1.0,,,currency_1,currency_1currency_3currency_1currency_1,currency_2,,
13323,1.0,1.0,1.0,,,0.965093,7653.32,0.965093,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
13347,1.0,,2.0,,,3000.0,,2001.0,,,1.0,,2.0,,,currency_1currency_1currency_1currency_1currency_1currency_1,,currency_1currency_1currency_2currency_1currency_1,,
13361,1.0,3.0,1.0,,,1500.0,0.09118899999999999,500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_2currency_2currency_2,currency_1,,
13369,1.0,1.0,,,,500.0,0.076566,,,,1.0,1.0,,,,currency_1,currency_2,,,
13371,2.0,1.0,2.0,,,5.413228999999999,5.39,5.413228999999999,,,1.0,1.0,1.0,,,currency_2currency_2,currency_2,currency_2currency_2,,
13373,1.0,1.0,1.0,,,2500.0,0.1164,500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_2,currency_1,,
13375,1.0,2.0,1.0,,,3500.0,1708.18,2000.0,,,1.0,2.0,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1currency_1,currency_1currency_2,currency_1currency_1currency_1currency_1,,
13377,,5.0,1.0,,,,122.901617,55000.0,,,,2.0,1.0,,,,currency_3currency_3currency_2currency_3currency_2,currency_1,,
13389,,1.0,,,,,0.14,,,,,1.0,,,,,currency_2,,,
13395,1.0,1.0,1.0,,,2000.0,0.3,1000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1,currency_2,currency_1currency_1,,
13397,1.0,1.0,,,,1000.0,1.5,,,,1.0,1.0,,,,currency_1currency_1,currency_3,,,
13405,,2.0,,,,,80000.0,,,,,1.0,,,,,currency_1currency_1,,,
13421,1.0,,1.0,,,0.043,,0.043,,,1.0,,1.0,,,currency_2,,currency_2,,
13427,,,1.0,,,,,18490.0,,,,,1.0,,,,,currency_1,,
13443,,3.0,2.0,,,,7654.44178,1477.0160199999998,,,,2.0,2.0,,,,currency_3currency_3currency_1,currency_1currency_2,,
13447,,2.0,2.0,,,,8.33,58000.0,,,,2.0,1.0,,,,currency_2currency_3,currency_1currency_1,,
13453,1.0,2.0,5.0,,,500.0,1087.8799999999999,500.05985200000003,,,1.0,2.0,2.0,,,currency_1,currency_2currency_1,currency_1currency_2currency_2currency_2currency_2,,
13459,,5.0,1.0,,,,9.673628,11970.0,,,,1.0,1.0,,,,currency_2currency_2currency_2currency_2currency_2,currency_1,,
13467,,,1.0,,,,,20000.0,,,,,1.0,,,,,currency_1,,
13477,,2.0,,,,,33.591072,,,,,1.0,,,,,currency_3currency_3,,,
13479,,5.0,1.0,,,,13.653743,10000.0,,,,2.0,1.0,,,,currency_2currency_2currency_2currency_2currency_3,currency_1,,
13481,1.0,,1.0,,,500.0,,1500.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1currency_1,,
13483,,4.0,1.0,,,,6.568242,3500.0,,,,2.0,1.0,,,,currency_2currency_3currency_3currency_2,currency_1,,
13499,1.0,1.0,1.0,,,1000.0,0.11,1500.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2,currency_1currency_1currency_1,,
13511,,,3.0,,,,,413.594607,,,,,2.0,,,,,currency_1currency_3currency_3currency_3,,
13519,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
13521,1.0,,1.0,,,2500.0,,2000.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1currency_1,,currency_1currency_1currency_1currency_1,,
13525,,2.0,2.0,,,,19500.844,5.0,,,,2.0,1.0,,,,currency_2currency_1,currency_2currency_2,,
13527,,,4.0,,,,,4530.925318,,,,,2.0,,,,,currency_1currency_1currency_1currency_3,,
13541,1.0,,1.0,,,2000.0,,2100.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1,,currency_1,,
13545,,2.0,1.0,,,,0.8052260000000001,100.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1,,
13547,,3.0,,,,,2803.0,,,,,2.0,,,,,currency_2currency_2currency_1currency_2currency_1,,,
13551,1.0,1.0,1.0,,,0.739252,3423.37,0.739252,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
13563,1.0,2.0,2.0,,,1.0,2991.511725,1.5,,,1.0,2.0,1.0,,,currency_2,currency_3currency_1,currency_2currency_2,,
13567,1.0,1.0,3.0,,,5.941997,103281.88,77.313359,,,1.0,1.0,2.0,,,currency_2,currency_1,currency_3currency_2currency_3,,
13569,,2.0,1.0,,,,1.675084,7600.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1,,
13571,,,2.0,,,,,4.420827,,,,,1.0,,,,,currency_2currency_2currency_2currency_2currency_2,,
13579,,1.0,3.0,,,,1.417653,75000.206,,,,1.0,2.0,,,,currency_2currency_2currency_2,currency_1currency_2currency_1,,
13583,,1.0,,,,,1.5,,,,,1.0,,,,,currency_3,,,
13593,,1.0,2.0,,,,2993.24,0.73,,,,1.0,1.0,,,,currency_1,currency_2currency_2,,
13615,1.0,,,,,1500.0,,,,,1.0,,,,,currency_1currency_1currency_1,,,,
13619,1.0,,2.0,,,1500.0,,31000.0,,,1.0,,1.0,,,currency_1currency_1currency_1,,currency_1currency_1currency_1,,
13635,,1.0,,,,,0.97477,,,,,1.0,,,,,currency_2,,,
13639,,2.0,1.0,,,,12.377656,4.9972900000000005,,,,1.0,1.0,,,,currency_2currency_2,currency_2,,
13645,2.0,5.0,1.0,,,1000.683362,1.8842660000000002,0.683362,,,2.0,1.0,1.0,,,currency_2currency_1currency_1,currency_2currency_2currency_2currency_2currency_2,currency_2,,
13655,,1.0,,,,,4.42405,,,,,1.0,,,,,currency_2,,,
13663,,4.0,1.0,,,,52.828527,5000.0,,,,2.0,1.0,,,,currency_3currency_3currency_3currency_2currency_2,currency_1,,
13665,,1.0,1.0,,,,33.898305,34427.56,,,,1.0,1.0,,,,currency_3,currency_1,,
13675,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
13677,,2.0,1.0,,,,13.968,69000.0,,,,1.0,1.0,,,,currency_2currency_2,currency_1,,
13689,,,1.0,,,,,4.377344,,,,,1.0,,,,,currency_2,,
13691,1.0,,1.0,,,500.0,,1000.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1,,
13713,,,1.0,,,,,20000.0,,,,,1.0,,,,,currency_1,,
13735,1.0,,4.0,,,1000.0,,31550.77967,,,1.0,,2.0,,,currency_1currency_1,,currency_1currency_2currency_1currency_1currency_1currency_1,,
13745,1.0,1.0,1.0,,,1000.0,0.04365,500.0,,,1.0,1.0,1.0,,,currency_1currency_1,currency_2,currency_1,,
13757,,,2.0,,,,,50000.0,,,,,1.0,,,,,currency_1currency_1currency_1currency_1,,
13759,1.0,3.0,1.0,,,500.0,13500.016,4.0,,,1.0,2.0,1.0,,,currency_1,currency_1currency_1currency_2,currency_2currency_2,,
13767,1.0,,1.0,,,1500.0,,500.0,,,1.0,,1.0,,,currency_1currency_1currency_1,,currency_1,,
13771,,1.0,2.0,,,,4800.0,2.0099460000000002,,,,1.0,1.0,,,,currency_1,currency_2currency_2,,
13775,2.0,9.0,16.0,,,0.008248000000000002,0.057659999999999996,0.636035,,,1.0,1.0,2.0,,,currency_2currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_3currency_2currency_2currency_3currency_2currency_3currency_2currency_3currency_2currency_3currency_3currency_2currency_2currency_3currency_3currency_2,,
13797,1.0,3.0,1.0,,,2500.0,4.82,2000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1,currency_3currency_3currency_3,currency_1currency_1currency_1currency_1,,
13805,,1.0,3.0,,,,10.206628,94000.0,,,,1.0,1.0,,,,currency_2,currency_1currency_1currency_1,,
13815,,2.0,2.0,,,,7141.52,1.261,,,,1.0,1.0,,,,currency_1currency_1,currency_2currency_2,,
13823,1.0,1.0,1.0,,,500.0,1.263357,100.0,,,1.0,1.0,1.0,,,currency_1,currency_2,currency_1,,
13827,1.0,1.0,1.0,,,9.5,120.0,9.5,,,1.0,1.0,1.0,,,currency_2,currency_3,currency_2,,
13839,10.0,7.0,20.0,,,0.6875279999999998,6417.055,6.56911,,,1.0,2.0,2.0,,,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2,currency_2currency_1currency_1currency_2currency_2currency_1currency_2,currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_3currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_2currency_3currency_2,,
13857,,1.0,2.0,,,,11000.0,1.788466,,,,1.0,1.0,,,,currency_1currency_1,currency_3currency_3,,
13859,,2.0,,,,,2.043,,,,,1.0,,,,,currency_2currency_2,,,
13861,1.0,,1.0,,,500.0,,1500.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1currency_1,,
13867,1.0,1.0,3.0,,,0.24237199999999998,610.0,0.8086800000000001,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2currency_2currency_2,,
13873,1.0,,1.0,,,500.0,,1000.0,,,1.0,,1.0,,,currency_1,,currency_1currency_1,,
13889,,,1.0,,,,,4000.0,,,,,1.0,,,,,currency_1,,
13893,1.0,4.0,4.0,,,0.9108620000000001,69.963372,147538.059581,,,1.0,1.0,2.0,,,currency_2,currency_2currency_2currency_2currency_2,currency_1currency_2currency_2currency_1,,
13909,,1.0,,,,,12.36,,,,,1.0,,,,,currency_2,,,
13917,1.0,1.0,1.0,,,1500.0,0.2668,1500.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_2,currency_1currency_1currency_1,,
13941,,,1.0,,,,,9000.0,,,,,1.0,,,,,currency_1,,
13943,1.0,1.0,1.0,,,0.339891,1258.0,0.339891,,,1.0,1.0,1.0,,,currency_2,currency_1,currency_2,,
13947,5.0,2.0,1.0,,,2500.0,0.261245,2000.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1currency_1currency_1currency_1currency_1currency_1,currency_2currency_2,currency_1currency_1currency_1currency_1,,
13953,,,2.0,,,,,0.571859,,,,,2.0,,,,,currency_3currency_2,,
13959,,1.0,,,,,30.0,,,,,1.0,,,,,currency_3,,,
13963,,2.0,,,,,372.397517,,,,,1.0,,,,,currency_3currency_3,,,
13967,1.0,2.0,2.0,,,1500.0,2.5,2400.0,,,1.0,1.0,1.0,,,currency_1currency_1currency_1,currency_3currency_3,currency_1currency_1currency_1currency_1currency_1,,
13971,1.0,3.0,,,,1000.0,2.267136,,,,1.0,2.0,,,,currency_1currency_1,currency_2currency_3currency_2,,,
13977,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1,,
13981,6.0,6.0,6.0,,,900.079,1002.098,201.519,,,2.0,2.0,2.0,,,currency_1currency_2currency_2currency_2currency_1currency_2,currency_1currency_2currency_2currency_2currency_2currency_2,currency_1currency_2currency_2currency_2currency_2currency_2,,
13997,1.0,,1.0,,,0.9374170000000001,,0.9374170000000001,,,1.0,,1.0,,,currency_2,,currency_2,,
14013,1.0,,,,,500.0,,,,,1.0,,,,,currency_1,,,,
14015,1.0,,1.0,,,2500.0,,500.0,,,1.0,,1.0,,,currency_1currency_1currency_1currency_1currency_1,,currency_1,,
14019,1.0,2.0,1.0,,,0.42571000000000003,3.82,0.42571000000000003,,,1.0,2.0,1.0,,,currency_2,currency_2currency_3,currency_2,,
14031,,6.0,2.0,,,,1036.8001250000002,0.26071500000000003,,,,2.0,1.0,,,,currency_1currency_2currency_1currency_1currency_2currency_1,currency_2currency_2,,
14047,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1currency_1,,
14049,1.0,,2.0,,,1.73,,3.73,,,1.0,,1.0,,,currency_2,,currency_2currency_2,,
14053,,,1.0,,,,,50000.0,,,,,1.0,,,,,currency_1,,
14055,,1.0,,,,,0.570389,,,,,1.0,,,,,currency_2,,,
14057,,,1.0,,,,,1000.0,,,,,1.0,,,,,currency_1,,
